,CustomerID,SalesOrderID,Name,LineTotal,OrderQty
27371,12211,62178,"Sport-100 Helmet, Red",34.99,1
31008,12212,44257,"Road-150 Red, 52",3578.27,1
21199,12208,46500,"Road-150 Red, 56",3578.27,1
116576,12208,56316,Fender Set - Mountain,21.98,1
34175,12208,56316,"Mountain-200 Black, 38",2294.99,1
38588,12206,54090,"Mountain-200 Silver, 46",2319.99,1
72951,12205,69161,Water Bottle - 30 oz.,4.99,1
108585,12205,74214,HL Mountain Tire,35.0,1
93351,12205,74214,Patch Kit/8 Patches,2.29,1
23401,12206,46599,"Road-150 Red, 62",3578.27,1
101976,12206,54090,Mountain Bottle Cage,9.99,1
35393,12207,56059,"Mountain-200 Black, 42",2294.99,1
90899,12207,56059,Patch Kit/8 Patches,2.29,1
21210,12207,46582,"Road-150 Red, 56",3578.27,1
37739,12212,61669,"Mountain-200 Silver, 42",2319.99,1
56915,12213,48142,"Mountain-200 Black, 46",2049.0982,1
7323,12215,73618,AWC Logo Cap,8.99,1
78416,12215,73618,"Touring-1000 Yellow, 60",2384.07,1
10417,12215,73618,"Sport-100 Helmet, Blue",34.99,1
37590,12216,55923,"Mountain-200 Silver, 42",2319.99,1
101657,12216,73332,Road Bottle Cage,8.99,1
34180,12214,56599,"Mountain-200 Black, 38",2294.99,1
96930,12214,73309,"Touring-1000 Yellow, 50",2384.07,1
102074,12213,55454,Mountain Bottle Cage,9.99,1
8560,12213,55454,"Sport-100 Helmet, Blue",34.99,1
56482,12214,73309,"Half-Finger Gloves, S",24.49,1
100106,12204,51880,Road Bottle Cage,8.99,1
83004,12216,73332,"Touring-1000 Yellow, 54",2384.07,1
107795,12204,60675,HL Mountain Tire,35.0,1
90608,12200,54133,Patch Kit/8 Patches,2.29,1
107419,12200,54133,HL Mountain Tire,35.0,1
21203,12200,46539,"Road-150 Red, 56",3578.27,1
66723,12201,59949,Bike Wash - Dissolver,7.95,1
107752,12201,59949,HL Mountain Tire,35.0,1
91446,12201,59949,Patch Kit/8 Patches,2.29,1
107536,12202,56254,HL Mountain Tire,35.0,1
109322,12202,56254,Mountain Tire Tube,4.99,1
34916,30016,48082,"Mountain-200 Black, 42",1229.4589,1
71498,12198,61837,Water Bottle - 30 oz.,4.99,1
56197,12198,61837,"Half-Finger Gloves, S",24.49,1
67862,12199,60252,Hitch Rack - 4-Bike,120.0,1
111158,12199,70706,Mountain Tire Tube,4.99,1
10091,12199,70706,"Sport-100 Helmet, Blue",34.99,1
110783,12202,67711,Mountain Tire Tube,4.99,1
85175,12203,61447,"Racing Socks, M",8.99,1
93389,12203,74411,Patch Kit/8 Patches,2.29,1
7242,12203,72811,AWC Logo Cap,8.99,1
60766,12245,60107,"Mountain-500 Black, 48",539.99,1
10536,12233,74782,"Sport-100 Helmet, Blue",34.99,1
8691,12234,56833,"Sport-100 Helmet, Blue",34.99,1
91693,12235,61628,Patch Kit/8 Patches,2.29,1
105668,12235,61628,Road Tire Tube,3.99,1
15611,12235,54918,"Sport-100 Helmet, Black",34.99,1
27363,12236,62065,"Sport-100 Helmet, Red",34.99,1
8957,12237,59272,"Sport-100 Helmet, Blue",34.99,1
36110,12237,48602,"Mountain-200 Silver, 38",2071.4196,1
5783,12237,59272,AWC Logo Cap,8.99,1
57470,12232,59839,"Mountain-200 Black, 46",2294.99,1
36098,12232,48443,"Mountain-200 Silver, 38",2071.4196,1
102446,12232,59839,Mountain Bottle Cage,9.99,1
16180,12230,60124,"Sport-100 Helmet, Black",34.99,1
116778,12229,58469,Fender Set - Mountain,21.98,1
37215,12229,48488,"Mountain-200 Silver, 42",2071.4196,1
36581,12229,58469,"Mountain-200 Silver, 38",2319.99,1
116916,12230,60124,Fender Set - Mountain,21.98,1
102521,12231,60634,Mountain Bottle Cage,9.99,1
56961,12230,48634,"Mountain-200 Black, 46",2049.0982,1
34316,12231,60634,"Mountain-200 Black, 38",2294.99,1
33697,12231,48580,"Mountain-200 Black, 38",2049.0982,1
27335,12238,61833,"Sport-100 Helmet, Red",34.99,1
7295,12239,73331,AWC Logo Cap,8.99,1
109569,12244,58132,Mountain Tire Tube,4.99,1
225,12242,46506,"Mountain-100 Black, 42",3374.99,1
77262,12242,59965,"Mountain-500 Silver, 42",564.99,1
14522,12243,46574,"Mountain-100 Black, 38",3374.99,1
60768,12243,60506,"Mountain-500 Black, 48",539.99,1
2171,12244,52849,"Long-Sleeve Logo Jersey, M",49.99,1
8834,12244,58132,"Sport-100 Helmet, Blue",34.99,1
1608,12241,46505,"Mountain-100 Silver, 48",3399.99,1
1407,12245,46482,"Mountain-100 Silver, 44",3399.99,1
91472,12245,60107,Patch Kit/8 Patches,2.29,1
11485,30010,46063,"Road-450 Red, 52",874.794,1
10663,30010,44529,"Road-650 Red, 44",419.4589,1
5847,12242,59965,AWC Logo Cap,8.99,1
60376,12241,60553,"Mountain-500 Black, 40",539.99,1
36014,12239,47620,"Mountain-200 Silver, 38",2071.4196,1
2354,12239,57903,"Long-Sleeve Logo Jersey, M",49.99,1
56150,12241,60553,"Half-Finger Gloves, S",24.49,1
77715,12240,59392,"Mountain-500 Silver, 48",564.99,1
1174,12240,46603,"Mountain-100 Silver, 42",3399.99,1
36113,12228,48658,"Mountain-200 Silver, 38",2071.4196,1
8856,12228,58352,"Sport-100 Helmet, Blue",34.99,1
30612,12219,44246,"Road-150 Red, 48",3578.27,1
71707,12219,62886,Water Bottle - 30 oz.,4.99,1
36679,12219,62886,"Mountain-200 Silver, 38",2319.99,1
117203,12220,63016,Fender Set - Mountain,21.98,1
57545,12220,63016,"Mountain-200 Black, 46",2294.99,1
20828,12220,44176,"Road-150 Red, 56",3578.27,1
30227,12221,44140,"Road-150 Red, 44",3578.27,1
37604,12218,56758,"Mountain-200 Silver, 42",2319.99,1
13361,12218,56758,"Long-Sleeve Logo Jersey, L",49.99,1
30241,12217,44239,"Road-150 Red, 44",3578.27,1
34345,12217,61671,"Mountain-200 Black, 38",2294.99,1
37185,12218,48246,"Mountain-200 Silver, 42",2071.4196,1
107907,12221,62481,HL Mountain Tire,35.0,1
38798,12221,62481,"Mountain-200 Silver, 46",2319.99,1
102222,12226,57307,Mountain Bottle Cage,9.99,1
38218,12225,48202,"Mountain-200 Silver, 46",2071.4196,1
57416,12225,58019,"Mountain-200 Black, 46",2294.99,1
70760,12225,58019,Water Bottle - 30 oz.,4.99,1
57403,12226,57307,"Mountain-200 Black, 46",2294.99,1
34926,12226,48203,"Mountain-200 Black, 42",2049.0982,1
15843,12227,56994,"Sport-100 Helmet, Black",34.99,1
5507,12227,56994,AWC Logo Cap,8.99,1
57420,12228,58352,"Mountain-200 Black, 46",2294.99,1
28485,12222,72580,"Sport-100 Helmet, Red",34.99,1
116603,12222,56540,Fender Set - Mountain,21.98,1
7212,12222,72580,AWC Logo Cap,8.99,1
27529,12223,63860,"Sport-100 Helmet, Red",34.99,1
2697,12224,70847,"Long-Sleeve Logo Jersey, M",49.99,1
28283,12224,70847,"Sport-100 Helmet, Red",34.99,1
66098,12527,73301,Hydration Pack - 70 oz.,54.99,1
118087,12527,73301,Fender Set - Mountain,21.98,1
57830,12830,74040,"Mountain-200 Black, 46",2294.99,1
108572,12830,74040,HL Mountain Tire,35.0,1
113871,12831,70845,Touring Tire Tube,4.99,1
17199,12831,70845,"Sport-100 Helmet, Black",34.99,1
112863,12832,54917,Touring Tire Tube,4.99,1
15610,12832,54917,"Sport-100 Helmet, Black",34.99,1
73098,12833,69877,Water Bottle - 30 oz.,4.99,1
103308,12833,69877,Mountain Bottle Cage,9.99,1
57196,12833,51045,"Mountain-200 Black, 46",2049.0982,1
38001,12834,72143,"Mountain-200 Silver, 42",2319.99,1
21149,12830,46192,"Road-150 Red, 56",3578.27,1
108431,12829,71572,HL Mountain Tire,35.0,1
38485,12827,50876,"Mountain-200 Silver, 46",2071.4196,1
2253,12828,54635,"Long-Sleeve Logo Jersey, M",49.99,1
112841,12828,54635,Touring Tire Tube,4.99,1
57187,12829,50875,"Mountain-200 Black, 46",2049.0982,1
111248,12829,71572,Mountain Tire Tube,4.99,1
23356,12834,46263,"Road-150 Red, 62",3578.27,1
113942,12810,72094,Touring Tire Tube,4.99,1
113154,12835,59316,Touring Tire Tube,4.99,1
38728,12839,59762,"Mountain-200 Silver, 46",2319.99,1
66712,12839,59762,Bike Wash - Dissolver,7.95,1
102435,12839,59762,Mountain Bottle Cage,9.99,1
108916,12840,53376,Mountain Tire Tube,4.99,1
26432,12840,53376,"Sport-100 Helmet, Red",34.99,1
17463,12841,73351,"Sport-100 Helmet, Black",34.99,1
21170,12841,46311,"Road-150 Red, 56",3578.27,1
38023,12841,73351,"Mountain-200 Silver, 42",2319.99,1
104367,12842,67049,HL Road Tire,32.6,1
86096,29978,63250,"Road-750 Black, 52",323.994,1
68228,12843,72285,Hitch Rack - 4-Bike,120.0,1
38003,12843,72285,"Mountain-200 Silver, 42",2319.99,1
102066,12838,55355,Mountain Bottle Cage,9.99,1
27052,12835,59316,"Sport-100 Helmet, Red",34.99,1
112049,12836,59864,Touring Tire,28.99,1
54605,12836,71596,"Half-Finger Gloves, L",24.49,1
116483,12838,55355,Fender Set - Mountain,21.98,1
103462,12836,71596,Mountain Bottle Cage,9.99,1
112733,12837,52559,Touring Tire Tube,4.99,1
70263,12838,55355,Water Bottle - 30 oz.,4.99,1
28252,12827,70603,"Sport-100 Helmet, Red",34.99,1
108371,12827,70603,HL Mountain Tire,35.0,1
67258,12816,70765,Bike Wash - Dissolver,7.95,1
117833,12816,70765,Fender Set - Mountain,21.98,1
35184,12816,50558,"Mountain-200 Black, 42",2049.0982,1
117789,12817,70322,Fender Set - Mountain,21.98,1
92878,12817,70322,Patch Kit/8 Patches,2.29,1
31289,12817,46301,"Road-150 Red, 52",3578.27,1
106616,12818,71654,Road Tire Tube,3.99,1
28382,12818,71654,"Sport-100 Helmet, Red",34.99,1
104510,12818,71654,HL Road Tire,32.6,1
9977,12819,69579,"Sport-100 Helmet, Blue",34.99,1
37930,12819,69579,"Mountain-200 Silver, 42",2319.99,1
73043,12819,69579,Water Bottle - 30 oz.,4.99,1
92718,12815,69206,Patch Kit/8 Patches,2.29,1
67284,12813,71367,Bike Wash - Dissolver,7.95,1
93090,12810,72094,Patch Kit/8 Patches,2.29,1
113759,12811,69122,Touring Tire Tube,4.99,1
70774,12812,58102,Water Bottle - 30 oz.,4.99,1
102288,12812,58102,Mountain Bottle Cage,9.99,1
8827,12812,58102,"Sport-100 Helmet, Blue",34.99,1
103448,12813,71367,Mountain Bottle Cage,9.99,1
113766,12815,69206,Touring Tire Tube,4.99,1
34654,12813,71367,"Mountain-200 Black, 38",2294.99,1
43569,12814,56936,"Half-Finger Gloves, M",24.49,1
113008,12814,56936,Touring Tire Tube,4.99,1
31273,12820,46218,"Road-150 Red, 52",3578.27,1
37929,12820,69578,"Mountain-200 Silver, 42",2319.99,1
36910,12825,71229,"Mountain-200 Silver, 38",2319.99,1
17245,12825,71229,"Sport-100 Helmet, Black",34.99,1
73342,12825,71229,Water Bottle - 30 oz.,4.99,1
67370,12824,72757,Bike Wash - Dissolver,7.95,1
36902,12826,70881,"Mountain-200 Silver, 38",2319.99,1
73281,12826,70881,Water Bottle - 30 oz.,4.99,1
38450,12826,50534,"Mountain-200 Silver, 46",2071.4196,1
106693,12824,72757,Road Tire Tube,3.99,1
103282,12820,69578,Mountain Bottle Cage,9.99,1
8978,12821,59531,"Sport-100 Helmet, Blue",34.99,1
73678,12821,72891,Water Bottle - 30 oz.,4.99,1
103564,12821,72891,Mountain Bottle Cage,9.99,1
117928,12822,71589,Fender Set - Mountain,21.98,1
104533,12824,72757,HL Road Tire,32.6,1
64274,12822,71589,"Short-Sleeve Classic Jersey, XL",53.99,1
106810,12823,73829,Road Tire Tube,3.99,1
104563,12823,73829,HL Road Tire,32.6,1
93296,12823,73829,Patch Kit/8 Patches,2.29,1
30910,12843,46237,"Road-150 Red, 48",3578.27,1
107823,12857,61114,HL Mountain Tire,35.0,1
38494,12858,50964,"Mountain-200 Silver, 46",2071.4196,1
39021,12858,71101,"Mountain-200 Silver, 46",2319.99,1
92983,12858,71101,Patch Kit/8 Patches,2.29,1
119709,12859,68512,"Short-Sleeve Classic Jersey, M",53.99,1
57511,12859,61279,"Mountain-200 Black, 46",2294.99,1
117018,12859,61279,Fender Set - Mountain,21.98,1
33863,12857,49911,"Mountain-200 Black, 38",2049.0982,1
35550,12857,61114,"Mountain-200 Black, 42",2294.99,1
71163,12856,60045,Water Bottle - 30 oz.,4.99,1
66720,12855,59905,Bike Wash - Dissolver,7.95,1
38733,12855,59905,"Mountain-200 Silver, 46",2319.99,1
71134,12855,59905,Water Bottle - 30 oz.,4.99,1
36257,12856,49966,"Mountain-200 Silver, 38",2071.4196,1
38736,12856,60045,"Mountain-200 Silver, 46",2319.99,1
73490,12863,71961,Water Bottle - 30 oz.,4.99,1
36353,12863,50877,"Mountain-200 Silver, 38",2071.4196,1
108452,12863,71961,HL Mountain Tire,35.0,1
104394,12862,67873,HL Road Tire,32.6,1
35586,12860,62769,"Mountain-200 Black, 42",2294.99,1
35182,12860,50523,"Mountain-200 Black, 42",2049.0982,1
67915,12860,62769,Hitch Rack - 4-Bike,120.0,1
35183,12861,50557,"Mountain-200 Black, 42",2049.0982,1
27313,12861,61672,"Sport-100 Helmet, Red",34.99,1
13783,12862,67873,"Long-Sleeve Logo Jersey, L",49.99,1
102596,12861,61672,Mountain Bottle Cage,9.99,1
9791,12862,67873,"Sport-100 Helmet, Blue",34.99,1
34286,12854,59488,"Mountain-200 Black, 38",2294.99,1
109675,12848,58868,Mountain Tire Tube,4.99,1
5712,12848,58868,AWC Logo Cap,8.99,1
30906,12849,46209,"Road-150 Red, 48",3578.27,1
34729,12849,73659,"Mountain-200 Black, 38",2294.99,1
103636,12849,73659,Mountain Bottle Cage,9.99,1
73042,12850,69577,Water Bottle - 30 oz.,4.99,1
120096,12848,58868,LL Mountain Tire,24.99,1
26628,12844,55004,"Sport-100 Helmet, Red",34.99,1
116460,12844,55004,Fender Set - Mountain,21.98,1
116775,12845,58445,Fender Set - Mountain,21.98,1
119541,12845,58445,"Short-Sleeve Classic Jersey, M",53.99,1
103421,12846,71030,Mountain Bottle Cage,9.99,1
120174,12847,60914,LL Mountain Tire,24.99,1
73309,12846,71030,Water Bottle - 30 oz.,4.99,1
36906,12846,71030,"Mountain-200 Silver, 38",2319.99,1
103281,12850,69577,Mountain Bottle Cage,9.99,1
37447,12850,51075,"Mountain-200 Silver, 42",2071.4196,1
57492,12853,60956,"Mountain-200 Black, 46",2294.99,1
108319,12852,70029,HL Mountain Tire,35.0,1
102548,12853,60956,Mountain Bottle Cage,9.99,1
38988,12852,70029,"Mountain-200 Silver, 46",2319.99,1
57111,12853,50071,"Mountain-200 Black, 46",2049.0982,1
71051,12854,59488,Water Bottle - 30 oz.,4.99,1
35122,12854,49930,"Mountain-200 Black, 42",2049.0982,1
92829,12852,70029,Patch Kit/8 Patches,2.29,1
104506,12851,71588,HL Road Tire,32.6,1
28372,12851,71588,"Sport-100 Helmet, Red",34.99,1
106604,12851,71588,Road Tire Tube,3.99,1
8774,12809,57618,"Sport-100 Helmet, Blue",34.99,1
35364,12750,55146,"Mountain-200 Black, 42",2294.99,1
107984,12769,63924,HL Mountain Tire,35.0,1
61384,12764,55660,"Mountain-400-W Silver, 40",769.49,1
23384,12764,46503,"Road-150 Red, 62",3578.27,1
120934,12765,54640,"Long-Sleeve Logo Jersey, S",49.99,1
86519,12765,54640,"Road-350-W Yellow, 40",1700.99,1
109743,12766,59543,Mountain Tire Tube,4.99,1
89260,12766,59543,"Mountain-400-W Silver, 42",769.49,1
30538,12766,46544,"Road-150 Red, 44",3578.27,1
108043,12767,64831,HL Mountain Tire,35.0,1
89289,12768,62378,"Mountain-400-W Silver, 42",769.49,1
75367,12768,62378,"Women's Mountain Shorts, S",69.99,1
23381,12768,46479,"Road-150 Red, 62",3578.27,1
110305,12769,63924,Mountain Tire Tube,4.99,1
71032,12763,59377,Water Bottle - 30 oz.,4.99,1
102401,12763,59377,Mountain Bottle Cage,9.99,1
60372,12763,59377,"Mountain-500 Black, 40",539.99,1
88034,12761,63928,"Racing Socks, L",8.99,1
118611,12760,58371,ML Mountain Tire,29.99,1
102450,12760,59868,Mountain Bottle Cage,9.99,1
30949,12761,46568,"Road-150 Red, 48",3578.27,1
117270,12761,63928,Fender Set - Mountain,21.98,1
108576,12762,74070,HL Mountain Tire,35.0,1
39099,12762,74070,"Mountain-200 Silver, 46",2319.99,1
23396,12762,46559,"Road-150 Red, 62",3578.27,1
27538,12769,63924,"Sport-100 Helmet, Red",34.99,1
113036,12809,57618,Touring Tire Tube,4.99,1
35643,12774,65001,"Mountain-200 Black, 42",2294.99,1
72133,12774,65001,Water Bottle - 30 oz.,4.99,1
65742,12774,65001,Hydration Pack - 70 oz.,54.99,1
116874,12775,59744,Fender Set - Mountain,21.98,1
8514,12776,55034,"Sport-100 Helmet, Blue",34.99,1
100303,12776,55034,Road Bottle Cage,8.99,1
108635,12776,74910,HL Mountain Tire,35.0,1
30936,12777,46446,"Road-150 Red, 48",3578.27,1
38837,12777,63667,"Mountain-200 Silver, 46",2319.99,1
38846,12773,63930,"Mountain-200 Silver, 46",2319.99,1
102802,12773,63930,Mountain Bottle Cage,9.99,1
36715,12771,63792,"Mountain-200 Silver, 38",2319.99,1
23387,12770,46521,"Road-150 Red, 62",3578.27,1
66956,12770,64428,Bike Wash - Dissolver,7.95,1
38856,12770,64428,"Mountain-200 Silver, 46",2319.99,1
102787,12771,63792,Mountain Bottle Cage,9.99,1
23378,12771,46458,"Road-150 Red, 62",3578.27,1
36727,12772,64655,"Mountain-200 Silver, 38",2319.99,1
102883,12772,64655,Mountain Bottle Cage,9.99,1
72063,12772,64655,Water Bottle - 30 oz.,4.99,1
23400,12773,46591,"Road-150 Red, 62",3578.27,1
75932,12760,58733,"Women's Mountain Shorts, L",69.99,1
108967,12753,53847,Mountain Tire Tube,4.99,1
90570,12753,53847,Patch Kit/8 Patches,2.29,1
75320,12753,60404,"Women's Mountain Shorts, S",69.99,1
87501,12754,67694,"Road-750 Black, 48",539.99,1
63322,12754,67694,"Short-Sleeve Classic Jersey, S",53.99,1
116446,12754,54770,Fender Set - Mountain,21.98,1
92335,12752,66533,Patch Kit/8 Patches,2.29,1
76031,12752,62199,"Women's Mountain Shorts, L",69.99,1
3625,12752,62199,"Long-Sleeve Logo Jersey, XL",49.99,1
70211,12750,55146,Water Bottle - 30 oz.,4.99,1
87533,12750,69387,"Road-750 Black, 48",539.99,1
108495,12751,72676,HL Mountain Tire,35.0,1
28492,12751,72676,"Sport-100 Helmet, Red",34.99,1
7229,12751,72676,AWC Logo Cap,8.99,1
8578,12757,55591,"Sport-100 Helmet, Blue",34.99,1
109648,12758,58677,Mountain Tire Tube,4.99,1
8884,12758,58677,"Sport-100 Helmet, Blue",34.99,1
107691,12758,58677,HL Mountain Tire,35.0,1
116991,12759,60923,Fender Set - Mountain,21.98,1
13339,12757,55591,"Long-Sleeve Logo Jersey, L",49.99,1
116500,12757,55591,Fender Set - Mountain,21.98,1
31314,12755,46485,"Road-150 Red, 52",3578.27,1
36709,12755,63533,"Mountain-200 Silver, 38",2319.99,1
69166,12755,63533,"Classic Vest, M",63.5,1
9378,12756,63669,"Sport-100 Helmet, Blue",34.99,1
35617,12756,63669,"Mountain-200 Black, 42",2294.99,1
31322,12756,46523,"Road-150 Red, 52",3578.27,1
91952,12777,63667,Patch Kit/8 Patches,2.29,1
73787,12778,73553,Water Bottle - 30 oz.,4.99,1
7313,12778,73553,AWC Logo Cap,8.99,1
76363,12795,74290,"Women's Mountain Shorts, L",69.99,1
27613,12800,64647,"Sport-100 Helmet, Red",34.99,1
113471,12800,64647,Touring Tire Tube,4.99,1
114153,12801,74997,Touring Tire Tube,4.99,1
54683,12801,74997,"Half-Finger Gloves, L",24.49,1
17577,12802,74614,"Sport-100 Helmet, Black",34.99,1
114114,12802,74614,Touring Tire Tube,4.99,1
120977,12803,57569,"Long-Sleeve Logo Jersey, S",49.99,1
70695,12803,57569,Water Bottle - 30 oz.,4.99,1
114123,12803,74713,Touring Tire Tube,4.99,1
16229,12799,60670,"Sport-100 Helmet, Black",34.99,1
113235,12799,60670,Touring Tire Tube,4.99,1
101973,12798,54072,Mountain Bottle Cage,9.99,1
90564,12795,53790,Patch Kit/8 Patches,2.29,1
92932,12795,70705,Patch Kit/8 Patches,2.29,1
70015,12798,54072,Water Bottle - 30 oz.,4.99,1
116512,12796,55658,Fender Set - Mountain,21.98,1
3457,12796,55658,"Long-Sleeve Logo Jersey, XL",49.99,1
27216,12797,60727,"Sport-100 Helmet, Red",34.99,1
116981,12797,60727,Fender Set - Mountain,21.98,1
63590,12807,51967,"Short-Sleeve Classic Jersey, XL",53.99,1
57264,12806,52021,"Mountain-200 Black, 46",2294.99,1
120892,12806,52021,"Long-Sleeve Logo Jersey, S",49.99,1
85988,12806,59900,"Road-750 Black, 52",539.99,1
55862,12807,51967,"Half-Finger Gloves, S",24.49,1
101804,12807,51967,Mountain Bottle Cage,9.99,1
57107,12808,49998,"Mountain-200 Black, 46",2049.0982,1
84544,12808,74073,"Touring-3000 Yellow, 44",742.35,1
37704,12808,60456,"Mountain-200 Silver, 42",2319.99,1
86229,12805,67902,"Road-750 Black, 52",539.99,1
39027,12804,71366,"Mountain-200 Silver, 46",2319.99,1
107455,12805,54659,HL Mountain Tire,35.0,1
103447,12804,71366,Mountain Bottle Cage,9.99,1
10160,12804,71366,"Sport-100 Helmet, Blue",34.99,1
23307,12805,45981,"Road-150 Red, 62",3578.27,1
103626,12778,73553,Mountain Bottle Cage,9.99,1
117356,12794,64997,Fender Set - Mountain,21.98,1
37701,12781,60420,"Mountain-200 Silver, 42",2319.99,1
6009,12782,61415,AWC Logo Cap,8.99,1
38770,12782,61415,"Mountain-200 Silver, 46",2319.99,1
13578,12782,61415,"Long-Sleeve Logo Jersey, L",49.99,1
110218,12783,63045,Mountain Tire Tube,4.99,1
117208,12783,63045,Fender Set - Mountain,21.98,1
120774,12783,63045,"Classic Vest, L",63.5,1
102976,12784,65851,Mountain Bottle Cage,9.99,1
102497,12781,60420,Mountain Bottle Cage,9.99,1
38911,12780,66544,"Mountain-200 Silver, 46",2319.99,1
30929,12779,46406,"Road-150 Red, 48",3578.27,1
108039,12779,64766,HL Mountain Tire,35.0,1
13670,12779,64766,"Long-Sleeve Logo Jersey, L",49.99,1
110621,12780,66544,Mountain Tire Tube,4.99,1
108130,12780,66544,HL Mountain Tire,35.0,1
65791,12784,65851,Hydration Pack - 70 oz.,54.99,1
117423,12784,65851,Fender Set - Mountain,21.98,1
66313,12791,53165,Bike Wash - Dissolver,7.95,1
35711,12789,67182,"Mountain-200 Black, 42",2294.99,1
13744,12789,67182,"Long-Sleeve Logo Jersey, L",49.99,1
118061,12790,72999,Fender Set - Mountain,21.98,1
93188,12790,72999,Patch Kit/8 Patches,2.29,1
116309,12791,53165,Fender Set - Mountain,21.98,1
118180,12792,74439,Fender Set - Mountain,21.98,1
27878,12789,67182,"Sport-100 Helmet, Red",34.99,1
66133,12792,74439,Hydration Pack - 70 oz.,54.99,1
116292,12793,52996,Fender Set - Mountain,21.98,1
120696,12793,52996,"Classic Vest, L",63.5,1
26399,12793,52996,"Sport-100 Helmet, Red",34.99,1
70739,12787,57848,Water Bottle - 30 oz.,4.99,1
34374,12785,62985,"Mountain-200 Black, 38",2294.99,1
117816,12786,70563,Fender Set - Mountain,21.98,1
91161,12787,57848,Patch Kit/8 Patches,2.29,1
92405,12787,67057,Patch Kit/8 Patches,2.29,1
16325,12788,61577,"Sport-100 Helmet, Black",34.99,1
117050,12788,61577,Fender Set - Mountain,21.98,1
103580,12864,73069,Mountain Bottle Cage,9.99,1
90496,12864,53319,Patch Kit/8 Patches,2.29,1
110135,12931,62436,Mountain Tire Tube,4.99,1
116645,12929,56896,Fender Set - Mountain,21.98,1
26794,12929,56896,"Sport-100 Helmet, Red",34.99,1
38643,12929,56896,"Mountain-200 Silver, 46",2319.99,1
107559,12930,56637,HL Mountain Tire,35.0,1
90997,12930,56637,Patch Kit/8 Patches,2.29,1
57373,12930,56637,"Mountain-200 Black, 46",2294.99,1
16393,12931,62436,"Sport-100 Helmet, Black",34.99,1
3631,12931,62436,"Long-Sleeve Logo Jersey, XL",49.99,1
110447,12928,64973,Mountain Tire Tube,4.99,1
112844,12928,54678,Touring Tire Tube,4.99,1
111061,12928,69980,Mountain Tire Tube,4.99,1
43566,12927,56888,"Half-Finger Gloves, M",24.49,1
15826,12927,56888,"Sport-100 Helmet, Black",34.99,1
107572,12927,56888,HL Mountain Tire,35.0,1
109405,12932,56831,Mountain Tire Tube,4.99,1
112776,12864,53319,Touring Tire Tube,4.99,1
107570,12932,56831,HL Mountain Tire,35.0,1
92567,12936,68111,Patch Kit/8 Patches,2.29,1
108164,12936,67059,HL Mountain Tire,35.0,1
119092,12936,68111,ML Mountain Tire,29.99,1
117240,12937,63591,Fender Set - Mountain,21.98,1
63219,12937,63591,"Short-Sleeve Classic Jersey, S",53.99,1
55881,12938,52995,"Half-Finger Gloves, S",24.49,1
8298,12938,52995,"Sport-100 Helmet, Blue",34.99,1
87850,12935,56585,"Racing Socks, L",8.99,1
116610,12935,56585,Fender Set - Mountain,21.98,1
51128,12935,46856,"Road-250 Red, 52",2443.35,1
6838,12932,69245,AWC Logo Cap,8.99,1
109956,12933,61148,Mountain Tire Tube,4.99,1
107827,12933,61148,HL Mountain Tire,35.0,1
16271,12933,61148,"Sport-100 Helmet, Black",34.99,1
109288,12934,56007,Mountain Tire Tube,4.99,1
57364,12934,56007,"Mountain-200 Black, 46",2294.99,1
49763,12934,46751,"Road-250 Black, 52",2181.5625,1
116514,12926,55662,Fender Set - Mountain,21.98,1
36517,12926,55662,"Mountain-200 Silver, 38",2319.99,1
51132,12926,46877,"Road-250 Red, 52",2443.35,1
8788,12916,57759,"Sport-100 Helmet, Blue",34.99,1
108253,12916,68778,HL Mountain Tire,35.0,1
110929,12916,68778,Mountain Tire Tube,4.99,1
38637,12917,56472,"Mountain-200 Silver, 46",2319.99,1
31324,12917,46547,"Road-150 Red, 52",3578.27,1
38630,12918,56106,"Mountain-200 Silver, 46",2319.99,1
49400,12918,46723,"Road-250 Red, 44",2443.35,1
103349,12919,70269,Mountain Bottle Cage,9.99,1
109049,12919,54395,Mountain Tire Tube,4.99,1
54219,12919,54395,"Half-Finger Gloves, L",24.49,1
72751,12915,68133,Water Bottle - 30 oz.,4.99,1
30542,12913,46577,"Road-150 Red, 44",3578.27,1
102593,12914,61636,Mountain Bottle Cage,9.99,1
38775,12914,61636,"Mountain-200 Silver, 46",2319.99,1
34537,12915,68133,"Mountain-200 Black, 38",2294.99,1
103171,12915,68133,Mountain Bottle Cage,9.99,1
59338,12923,46834,"Road-250 Black, 58",2181.5625,1
52293,12922,46838,"Road-250 Black, 48",2181.5625,1
103271,12922,69293,Mountain Bottle Cage,9.99,1
34569,12922,69293,"Mountain-200 Black, 38",2294.99,1
103136,12923,67619,Mountain Bottle Cage,9.99,1
35735,12923,67619,"Mountain-200 Black, 42",2294.99,1
73086,12924,69834,Water Bottle - 30 oz.,4.99,1
37896,12921,68781,"Mountain-200 Silver, 42",2319.99,1
103304,12924,69834,Mountain Bottle Cage,9.99,1
117744,12924,69834,Fender Set - Mountain,21.98,1
116417,12925,54465,Fender Set - Mountain,21.98,1
108254,12921,68781,HL Mountain Tire,35.0,1
117448,12920,66127,Fender Set - Mountain,21.98,1
108112,12920,66127,HL Mountain Tire,35.0,1
71212,12920,60324,Water Bottle - 30 oz.,4.99,1
49410,12921,46890,"Road-250 Red, 44",2443.35,1
